date,code,start,close,min,max,amount
1996-06-25,4000,86000.0,87100.0,85000.0,88500.0,46870.0
1996-06-26,4000,82000.0,83000.0,81900.0,87200.0,33160.0
1996-06-27,4000,82000.0,78200.0,78200.0,84000.0,28670.0
1996-06-28,4000,77600.0,73600.0,73600.0,80500.0,26140.0
1996-06-29,4000,72600.0,69200.0,69200.0,73000.0,16010.0
1996-07-01,4000,67200.0,70600.0,67200.0,71000.0,62710.0
1996-07-02,4000,70800.0,71500.0,70000.0,73500.0,41170.0
1996-07-03,4000,71400.0,75700.0,69000.0,75700.0,25720.0
1996-07-04,4000,77000.0,80200.0,76700.0,80200.0,16610.0
1996-07-05,4000,82000.0,80200.0,78000.0,82500.0,68880.0
1996-07-06,4000,79100.0,80200.0,78100.0,81900.0,21040.0
1996-07-08,4000,80400.0,79800.0,78200.0,82500.0,36350.0
1996-07-09,4000,79000.0,84500.0,78000.0,84500.0,65300.0
1996-07-10,4000,86500.0,89500.0,86000.0,89500.0,60990.0
1996-07-11,4000,89500.0,84200.0,84200.0,92400.0,130490.0
1996-07-12,4000,81700.0,82100.0,79200.0,83000.0,43880.0
1996-07-13,4000,82100.0,77700.0,77700.0,84000.0,24320.0
1996-07-15,4000,75700.0,76000.0,75500.0,80000.0,23620.0
1996-07-16,4000,75000.0,71500.0,71500.0,75500.0,25130.0
1996-07-18,4000,71600.0,70100.0,68500.0,74000.0,12560.0
1996-07-19,4000,70400.0,74300.0,70400.0,74300.0,14820.0
1996-07-20,4000,77300.0,78400.0,75300.0,78700.0,22170.0
1996-07-22,4000,73700.0,73700.0,73700.0,74400.0,11700.0
1996-07-23,4000,71700.0,71500.0,70700.0,75500.0,27210.0
1996-07-24,4000,73000.0,75700.0,73000.0,75700.0,19270.0
1996-07-25,4000,76000.0,73200.0,73000.0,76700.0,19470.0
1996-07-26,4000,73700.0,72000.0,72000.0,75900.0,15500.0
1996-07-27,4000,72100.0,70500.0,70000.0,72200.0,11220.0
1996-07-29,4000,71000.0,69000.0,68700.0,72100.0,10260.0
1996-07-30,4000,69500.0,68000.0,64900.0,70000.0,32360.0
1996-07-31,4000,68200.0,66600.0,65000.0,68800.0,29480.0
1996-08-01,4000,67000.0,68600.0,67000.0,70000.0,28900.0
1996-08-02,4000,68400.0,66000.0,66000.0,69600.0,14050.0
1996-08-03,4000,65000.0,64700.0,64700.0,66000.0,13720.0
1996-08-05,4000,65500.0,65100.0,65000.0,67100.0,10390.0
1996-08-06,4000,65500.0,64000.0,64000.0,66000.0,9300.0
1996-08-07,4000,64100.0,63200.0,62700.0,65000.0,13360.0
1996-08-08,4000,64000.0,66900.0,64000.0,66900.0,13210.0
1996-08-09,4000,68000.0,67000.0,66000.0,70800.0,32260.0
1996-08-10,4000,66900.0,66900.0,66900.0,68000.0,6250.0
1996-08-12,4000,67200.0,68500.0,67200.0,70000.0,21690.0
1996-08-13,4000,68000.0,67000.0,66000.0,69000.0,5840.0
1996-08-14,4000,66900.0,66000.0,66000.0,66900.0,7240.0
1996-08-16,4000,65500.0,63500.0,63500.0,67500.0,7640.0
1996-08-17,4000,63500.0,61100.0,61100.0,63500.0,6000.0
1996-08-19,4000,62000.0,58200.0,58200.0,62000.0,10080.0
1996-08-20,4000,57500.0,58400.0,57300.0,59800.0,9410.0
1996-08-21,4000,58000.0,57700.0,56000.0,58900.0,11060.0
1996-08-22,4000,58000.0,57500.0,57000.0,60100.0,13600.0
1996-08-23,4000,58000.0,57700.0,57500.0,59000.0,14970.0
1996-08-24,4000,59000.0,57500.0,57000.0,60000.0,9610.0
1996-08-26,4000,57600.0,60900.0,57600.0,60900.0,28850.0
1996-08-27,4000,62100.0,64500.0,61400.0,64500.0,24440.0
1996-08-28,4000,66000.0,60700.0,60700.0,66000.0,34330.0
1996-08-29,4000,60700.0,60100.0,57500.0,61000.0,13520.0
1996-08-30,4000,59100.0,61500.0,59100.0,62000.0,16850.0
1996-08-31,4000,61000.0,61800.0,59500.0,62500.0,12670.0
1996-09-02,4000,62800.0,65500.0,62800.0,65500.0,38930.0
1996-09-03,4000,67000.0,63300.0,63300.0,67200.0,30890.0
1996-09-04,4000,64500.0,65000.0,63500.0,66400.0,29570.0
1996-09-05,4000,61100.0,62500.0,61100.0,65500.0,15810.0
1996-09-06,4000,62500.0,61000.0,60000.0,63500.0,17380.0
1996-09-07,4000,61100.0,61500.0,58600.0,61500.0,14740.0
1996-09-09,4000,62500.0,65100.0,62500.0,65100.0,23390.0
1996-09-10,4000,68000.0,67900.0,67200.0,69000.0,82000.0
1996-09-11,4000,67500.0,67900.0,66100.0,69900.0,30680.0
1996-09-12,4000,67900.0,67400.0,67000.0,69000.0,28010.0
1996-09-13,4000,67500.0,71000.0,67500.0,71400.0,78710.0
1996-09-14,4000,71000.0,70000.0,69000.0,71000.0,25870.0
1996-09-16,4000,70900.0,68500.0,68500.0,71000.0,26260.0
1996-09-17,4000,68400.0,67800.0,67000.0,69500.0,26800.0
1996-09-18,4000,67800.0,67300.0,66800.0,69000.0,19550.0
1996-09-19,4000,67500.0,65000.0,65000.0,67700.0,23870.0
1996-09-20,4000,64500.0,64500.0,64000.0,67000.0,24500.0
1996-09-21,4000,64600.0,65000.0,63200.0,66500.0,13260.0
1996-09-23,4000,65000.0,63000.0,63000.0,65900.0,10330.0
1996-09-24,4000,63000.0,63000.0,62000.0,65000.0,20100.0
1996-09-25,4000,63500.0,62200.0,61800.0,64000.0,31410.0
1996-09-30,4000,62000.0,60500.0,60500.0,63000.0,13180.0
1996-10-01,4000,61000.0,64100.0,60500.0,64100.0,32850.0
1996-10-02,4000,65800.0,67900.0,65700.0,67900.0,16160.0
1996-10-04,4000,71900.0,66900.0,66900.0,71900.0,80710.0
1996-10-05,4000,65000.0,68400.0,65000.0,68900.0,24380.0
1996-10-07,4000,69000.0,67700.0,66500.0,69000.0,11920.0
1996-10-08,4000,67000.0,68500.0,67000.0,70500.0,25120.0
1996-10-09,4000,69000.0,67000.0,67000.0,69100.0,17950.0
1996-10-10,4000,67000.0,68000.0,66000.0,70000.0,34140.0
1996-10-11,4000,68500.0,70400.0,68500.0,71500.0,62280.0
1996-10-12,4000,72000.0,74600.0,71000.0,74600.0,56350.0
1996-10-14,4000,79000.0,79000.0,78000.0,79000.0,117040.0
1996-10-15,4000,83500.0,80000.0,79300.0,83700.0,120340.0
1996-10-16,4000,81000.0,81000.0,79300.0,83000.0,70890.0
1996-10-17,4000,82000.0,79300.0,78000.0,84000.0,44380.0
1996-10-18,4000,77800.0,74600.0,74600.0,79000.0,31690.0
1996-10-19,4000,74000.0,76600.0,73000.0,76600.0,19360.0
1996-10-21,4000,76600.0,76000.0,75000.0,78600.0,37700.0
