date,code,start,close,min,max,amount
2018-01-11,284740,249000.0,201000.0,197500.0,249000.0,109013.0
2018-01-12,284740,201000.0,189500.0,176500.0,204000.0,79579.0
2018-01-15,284740,193500.0,183000.0,181000.0,201000.0,47466.0
2018-01-16,284740,183000.0,177500.0,177000.0,187500.0,29257.0
2018-01-17,284740,178000.0,169500.0,168500.0,180500.0,55657.0
2018-01-18,284740,170000.0,164000.0,163000.0,171000.0,43571.0
2018-01-19,284740,164000.0,175000.0,162000.0,180000.0,88014.0
2018-01-22,284740,175500.0,184500.0,175500.0,193000.0,102422.0
2018-01-23,284740,187500.0,189500.0,176500.0,196500.0,47273.0
2018-01-24,284740,190000.0,192500.0,187500.0,198000.0,21604.0
2018-01-25,284740,193500.0,191500.0,188000.0,197500.0,24323.0
2018-01-26,284740,190500.0,193000.0,185500.0,194000.0,20492.0
2018-01-29,284740,193500.0,199500.0,189000.0,200000.0,27478.0
2018-01-30,284740,199500.0,195000.0,192500.0,199500.0,29889.0
2018-01-31,284740,193000.0,192500.0,189500.0,197000.0,19297.0
2018-02-01,284740,192500.0,193000.0,191000.0,194000.0,9631.0
2018-02-02,284740,192500.0,189500.0,185000.0,193000.0,18835.0
2018-02-05,284740,183500.0,183000.0,182500.0,188500.0,12870.0
2018-02-06,284740,177500.0,183500.0,173000.0,183500.0,20150.0
2018-02-07,284740,185000.0,184500.0,179500.0,187500.0,17974.0
2018-02-08,284740,184500.0,183000.0,180500.0,186500.0,10468.0
2018-02-09,284740,178000.0,190000.0,178000.0,195000.0,13235.0
2018-02-12,284740,195000.0,205500.0,189500.0,208000.0,30744.0
2018-02-13,284740,205500.0,195000.0,193500.0,213500.0,32577.0
2018-02-14,284740,193000.0,186000.0,182000.0,194500.0,25856.0
2018-02-19,284740,186000.0,187000.0,184000.0,189500.0,9235.0
2018-02-20,284740,187000.0,184000.0,184000.0,189000.0,5492.0
2018-02-21,284740,183500.0,185000.0,182000.0,185500.0,10521.0
2018-02-22,284740,185500.0,184500.0,181500.0,186000.0,2936.0
2018-02-23,284740,184000.0,185000.0,182000.0,187500.0,6638.0
2018-02-26,284740,185000.0,183500.0,182500.0,187000.0,3538.0
2018-02-27,284740,183000.0,181000.0,179500.0,184000.0,6936.0
2018-02-28,284740,179500.0,178000.0,176000.0,180000.0,3885.0
2018-03-02,284740,177500.0,191500.0,173000.0,200000.0,16208.0
2018-03-05,284740,192000.0,188500.0,184000.0,193000.0,5153.0
2018-03-06,284740,187000.0,188000.0,185000.0,190500.0,5461.0
2018-03-07,284740,187500.0,187000.0,186000.0,190500.0,11849.0
2018-03-08,284740,190500.0,182000.0,182000.0,190500.0,10963.0
2018-03-09,284740,182500.0,182000.0,177000.0,183000.0,31918.0
2018-03-12,284740,182000.0,181500.0,179000.0,182500.0,18224.0
2018-03-13,284740,181500.0,179000.0,177000.0,182000.0,12546.0
2018-03-14,284740,178500.0,176500.0,176000.0,179000.0,7450.0
2018-03-15,284740,176500.0,181500.0,176500.0,182000.0,12968.0
2018-03-16,284740,181500.0,179000.0,179000.0,182500.0,13027.0
2018-03-19,284740,179000.0,178500.0,178000.0,181000.0,4446.0
2018-03-20,284740,177000.0,178500.0,175500.0,180500.0,17551.0
2018-03-21,284740,180000.0,184500.0,178000.0,185000.0,15205.0
2018-03-22,284740,183000.0,177000.0,177000.0,184000.0,9441.0
2018-03-23,284740,176000.0,171500.0,170000.0,176000.0,14865.0
2018-03-26,284740,170000.0,173000.0,170000.0,174500.0,5348.0
2018-03-27,284740,176500.0,173000.0,172000.0,177000.0,7575.0
2018-03-28,284740,173500.0,174000.0,171000.0,174000.0,3894.0
2018-03-29,284740,176500.0,172500.0,172000.0,176500.0,4596.0
2018-03-30,284740,172500.0,173000.0,169500.0,175000.0,6355.0
2018-04-02,284740,176500.0,188000.0,174000.0,189500.0,22795.0
2018-04-03,284740,186000.0,184000.0,181000.0,189500.0,5967.0
2018-04-04,284740,184000.0,181000.0,178000.0,184000.0,7599.0
2018-04-05,284740,180500.0,197500.0,180500.0,200000.0,25930.0
2018-04-06,284740,196000.0,195000.0,193500.0,198000.0,9140.0
2018-04-09,284740,192500.0,197000.0,191500.0,200500.0,7738.0
2018-04-10,284740,197000.0,210000.0,191500.0,211000.0,12799.0
2018-04-11,284740,210000.0,206500.0,205500.0,211000.0,8244.0
2018-04-12,284740,206000.0,196000.0,194000.0,208000.0,14329.0
2018-04-13,284740,196000.0,203500.0,196000.0,204000.0,8327.0
2018-04-16,284740,203500.0,205000.0,193500.0,207000.0,8381.0
2018-04-17,284740,206500.0,206500.0,202000.0,210000.0,10971.0
2018-04-18,284740,206500.0,211000.0,206500.0,212000.0,9594.0
2018-04-19,284740,212000.0,211500.0,203000.0,215000.0,10186.0
2018-04-20,284740,211500.0,211500.0,204000.0,215000.0,13741.0
2018-04-23,284740,213000.0,213000.0,205000.0,215000.0,7270.0
2018-04-24,284740,213000.0,214000.0,210500.0,214500.0,9104.0
2018-04-25,284740,214000.0,222000.0,207500.0,223000.0,7672.0
2018-04-26,284740,224000.0,218500.0,213000.0,225000.0,4731.0
2018-04-27,284740,218500.0,215500.0,211000.0,218500.0,1953.0
2018-04-30,284740,224500.0,213000.0,211500.0,228000.0,6328.0
2018-05-02,284740,214500.0,215000.0,205000.0,216000.0,4291.0
2018-05-03,284740,218000.0,213000.0,211500.0,218000.0,1604.0
2018-05-04,284740,218500.0,219500.0,205000.0,222000.0,7365.0
2018-05-08,284740,215000.0,214000.0,210000.0,216500.0,1864.0
2018-05-09,284740,216500.0,214000.0,201000.0,216500.0,5065.0
2018-05-10,284740,215000.0,206500.0,205500.0,215000.0,3113.0
2018-05-11,284740,207500.0,201000.0,198500.0,207500.0,7527.0
2018-05-14,284740,199500.0,192000.0,192000.0,201000.0,6586.0
2018-05-15,284740,190500.0,199500.0,190500.0,207500.0,21090.0
2018-05-16,284740,200000.0,216500.0,200000.0,221500.0,24334.0
2018-05-17,284740,222500.0,227000.0,215000.0,248500.0,21369.0
2018-05-18,284740,225000.0,224500.0,223500.0,233500.0,6848.0
2018-05-21,284740,223000.0,226500.0,222500.0,231000.0,4334.0
2018-05-23,284740,226500.0,220500.0,217500.0,226500.0,3186.0
2018-05-24,284740,219500.0,220500.0,217500.0,223500.0,1353.0
2018-05-25,284740,222500.0,221500.0,216000.0,222500.0,3040.0
2018-05-28,284740,217000.0,221500.0,217000.0,225000.0,2206.0
2018-05-29,284740,222000.0,225000.0,221000.0,225500.0,4923.0
