date,code,start,close,min,max,amount
1996-06-25,720,34300.0,34000.0,33700.0,34300.0,53360.0
1996-06-26,720,33900.0,33500.0,33500.0,34000.0,90410.0
1996-06-27,720,33500.0,34000.0,33100.0,34300.0,69880.0
1996-06-28,720,34100.0,33700.0,33700.0,34400.0,43450.0
1996-06-29,720,33700.0,33700.0,33100.0,33700.0,24880.0
1996-07-01,720,33700.0,34300.0,33700.0,34500.0,57510.0
1996-07-02,720,34300.0,34500.0,34300.0,34900.0,55050.0
1996-07-03,720,34500.0,34300.0,33900.0,34500.0,44730.0
1996-07-04,720,35000.0,34700.0,34600.0,35900.0,130070.0
1996-07-05,720,35200.0,35300.0,34700.0,35600.0,59650.0
1996-07-06,720,35400.0,35300.0,35100.0,35600.0,35510.0
1996-07-08,720,35000.0,34900.0,34800.0,35500.0,35730.0
1996-07-09,720,34900.0,35200.0,34800.0,35200.0,28690.0
1996-07-10,720,35400.0,35100.0,34900.0,35400.0,41170.0
1996-07-11,720,34800.0,34200.0,34200.0,35000.0,78710.0
1996-07-12,720,34100.0,34200.0,34100.0,34700.0,61280.0
1996-07-13,720,34200.0,34100.0,34000.0,34400.0,60350.0
1996-07-15,720,34100.0,33300.0,33300.0,34100.0,41360.0
1996-07-16,720,33100.0,33300.0,32800.0,33600.0,58440.0
1996-07-18,720,34300.0,33700.0,33500.0,34300.0,51050.0
1996-07-19,720,33600.0,35000.0,33600.0,35000.0,65520.0
1996-07-20,720,35000.0,35000.0,34600.0,35400.0,74150.0
1996-07-22,720,34800.0,34600.0,34500.0,34900.0,28990.0
1996-07-23,720,34600.0,34700.0,34300.0,35000.0,33300.0
1996-07-24,720,34500.0,33800.0,33600.0,34500.0,33380.0
1996-07-25,720,33600.0,33300.0,33200.0,33600.0,53730.0
1996-07-26,720,33000.0,32900.0,32700.0,33500.0,24440.0
1996-07-27,720,32900.0,32400.0,32400.0,32900.0,26790.0
1996-07-29,720,32600.0,32700.0,32400.0,34000.0,16200.0
1996-07-30,720,32400.0,32700.0,32000.0,33800.0,28690.0
1996-07-31,720,32500.0,33100.0,32500.0,33200.0,55410.0
1996-08-01,720,33000.0,33800.0,32800.0,34000.0,25590.0
