date,code,start,close,min,max,amount
1996-06-25,5930,66500.0,67500.0,65600.0,68300.0,112960.0
1996-06-26,5930,67600.0,67700.0,66000.0,67900.0,136630.0
1996-06-27,5930,67500.0,66900.0,66700.0,67700.0,155450.0
1996-06-28,5930,67300.0,68100.0,67200.0,68500.0,138430.0
1996-06-29,5930,68100.0,68500.0,67100.0,69100.0,96710.0
1996-07-01,5930,69000.0,72000.0,68800.0,72300.0,147310.0
1996-07-02,5930,72000.0,72900.0,72000.0,74100.0,276270.0
1996-07-03,5930,72900.0,72500.0,71700.0,73200.0,100330.0
1996-07-04,5930,72800.0,71900.0,71500.0,73000.0,80830.0
1996-07-05,5930,72000.0,71300.0,71000.0,72300.0,77960.0
1996-07-06,5930,71300.0,71500.0,71300.0,72700.0,35510.0
1996-07-08,5930,71600.0,70900.0,70800.0,71600.0,62100.0
1996-07-09,5930,70900.0,71700.0,70100.0,71700.0,64910.0
1996-07-10,5930,71700.0,70600.0,70500.0,72000.0,99200.0
1996-07-11,5930,70600.0,68800.0,68500.0,70800.0,109690.0
1996-07-12,5930,68800.0,68800.0,68300.0,70000.0,91420.0
1996-07-13,5930,69000.0,68900.0,68900.0,69500.0,59150.0
1996-07-15,5930,69000.0,68000.0,68000.0,69500.0,66490.0
1996-07-16,5930,67000.0,68800.0,66500.0,69100.0,55880.0
1996-07-18,5930,69000.0,70000.0,68900.0,72000.0,222710.0
1996-07-19,5930,70000.0,74200.0,70000.0,74200.0,179810.0
1996-07-20,5930,75700.0,76700.0,74200.0,78600.0,298780.0
1996-07-22,5930,76100.0,75000.0,75000.0,77400.0,178690.0
1996-07-23,5930,75000.0,74700.0,73600.0,75200.0,89150.0
1996-07-24,5930,74800.0,72500.0,72500.0,75500.0,91300.0
1996-07-25,5930,71500.0,70000.0,69500.0,71900.0,123880.0
1996-07-26,5930,70000.0,69800.0,69600.0,71000.0,102560.0
1996-07-27,5930,69800.0,70300.0,69100.0,71000.0,57160.0
1996-07-29,5930,70300.0,70800.0,70300.0,71600.0,57710.0
1996-07-30,5930,70800.0,70200.0,69300.0,70800.0,68800.0
1996-07-31,5930,70200.0,70000.0,69700.0,70500.0,65220.0
1996-08-01,5930,71000.0,70200.0,70000.0,71000.0,101810.0
1996-08-02,5930,70200.0,70100.0,69800.0,70500.0,67490.0
1996-08-03,5930,70000.0,70100.0,69500.0,70100.0,30090.0
1996-08-05,5930,69900.0,71000.0,69800.0,71000.0,48640.0
1996-08-06,5930,70000.0,71300.0,70000.0,72000.0,59640.0
1996-08-07,5930,71300.0,71300.0,71000.0,71800.0,61000.0
1996-08-08,5930,72000.0,73800.0,71600.0,75400.0,226600.0
1996-08-09,5930,72500.0,71800.0,71500.0,73000.0,160570.0
1996-08-10,5930,71500.0,70600.0,70500.0,71600.0,44020.0
1996-08-12,5930,70000.0,70400.0,70000.0,71000.0,53930.0
1996-08-13,5930,70400.0,70400.0,69600.0,70500.0,137020.0
1996-08-14,5930,70000.0,69600.0,69600.0,70000.0,65690.0
1996-08-16,5930,70600.0,71900.0,70300.0,71900.0,163250.0
1996-08-17,5930,71900.0,70900.0,70700.0,71900.0,36120.0
