2021-02-26,005180,58500.0,57900.0,57500.0,58500.0,29415.0
2021-02-25,005180,58300.0,59100.0,58300.0,59100.0,31117.0
2021-02-24,005180,59500.0,58000.0,57800.0,60000.0,41365.0
2021-02-23,005180,59000.0,59400.0,58500.0,59600.0,33031.0
2021-02-22,005180,59000.0,59200.0,58800.0,59800.0,37274.0
2021-02-19,005180,58000.0,58900.0,57600.0,59300.0,65895.0
2021-02-18,005180,57500.0,58200.0,57300.0,58600.0,38360.0
2021-02-17,005180,57500.0,57500.0,57200.0,57700.0,19994.0
2021-02-16,005180,57400.0,57700.0,57300.0,57700.0,21466.0
2021-02-15,005180,57500.0,57600.0,57100.0,57700.0,17526.0
2021-02-10,005180,57600.0,57300.0,57000.0,57800.0,18241.0
2021-02-09,005180,57500.0,57500.0,57100.0,57600.0,33588.0
2021-02-08,005180,57100.0,57100.0,56800.0,57500.0,23373.0
2021-02-05,005180,56300.0,57000.0,56200.0,57000.0,22338.0
2021-02-04,005180,56800.0,56300.0,55600.0,57000.0,25347.0
2021-02-03,005180,56900.0,56800.0,56200.0,57100.0,25496.0
2021-02-02,005180,56300.0,56900.0,56000.0,57200.0,22462.0
2021-02-01,005180,55900.0,56400.0,55700.0,56400.0,19443.0
2021-01-29,005180,56400.0,56000.0,55400.0,56900.0,43701.0
2021-01-28,005180,56800.0,56400.0,56300.0,57100.0,28477.0
2021-01-27,005180,57700.0,57500.0,57100.0,57900.0,21732.0
2021-01-26,005180,57800.0,57700.0,56800.0,58000.0,39845.0
2021-01-25,005180,56500.0,57800.0,56500.0,57900.0,36688.0
2021-01-22,005180,56100.0,56500.0,55600.0,56800.0,26389.0
2021-01-21,005180,55600.0,56000.0,55600.0,56500.0,36485.0
2021-01-20,005180,56100.0,56100.0,55700.0,56400.0,27725.0
2021-01-19,005180,56500.0,56100.0,54500.0,57100.0,106171.0
2021-01-18,005180,58000.0,56200.0,55700.0,58700.0,90296.0
2021-01-15,005180,58000.0,58000.0,57700.0,58700.0,38229.0
2021-01-14,005180,57100.0,57800.0,57000.0,57900.0,29390.0
2021-01-13,005180,57700.0,57100.0,57100.0,57700.0,32191.0
2021-01-12,005180,57200.0,57100.0,56800.0,58000.0,44710.0
2021-01-11,005180,57600.0,57200.0,56800.0,57600.0,46719.0
