2021-02-25,000100,63800.0,63500.0,62300.0,64000.0,328865.0
2021-02-24,000100,62700.0,61600.0,61600.0,63600.0,362365.0
2021-02-23,000100,63600.0,62500.0,62200.0,63900.0,402873.0
2021-02-22,000100,64900.0,63600.0,63500.0,65200.0,272766.0
2021-02-19,000100,64700.0,64800.0,63900.0,65300.0,251053.0
2021-02-18,000100,65300.0,64800.0,64600.0,65600.0,264549.0
2021-02-17,000100,66300.0,65700.0,64800.0,66300.0,385019.0
2021-02-16,000100,67000.0,66400.0,66400.0,67500.0,284791.0
2021-02-15,000100,67100.0,67200.0,66700.0,67700.0,277677.0
2021-02-10,000100,67100.0,66700.0,66300.0,67500.0,260828.0
2021-02-09,000100,66300.0,66800.0,66100.0,67700.0,322822.0
2021-02-08,000100,66800.0,66000.0,66000.0,67300.0,243091.0
2021-02-05,000100,66000.0,66300.0,65500.0,66800.0,345360.0
2021-02-04,000100,66800.0,65500.0,65200.0,66800.0,361832.0
2021-02-03,000100,66900.0,66700.0,66100.0,67200.0,378891.0
2021-02-02,000100,67100.0,66700.0,66100.0,67900.0,457738.0
2021-02-01,000100,66000.0,66900.0,65200.0,67400.0,473579.0
2021-01-29,000100,68200.0,65700.0,65200.0,68900.0,738926.0
2021-01-28,000100,69600.0,68200.0,67900.0,70000.0,737515.0
2021-01-27,000100,72000.0,70900.0,70800.0,72600.0,434464.0
2021-01-26,000100,72900.0,71400.0,71300.0,73300.0,531777.0
2021-01-25,000100,72500.0,72800.0,72400.0,73300.0,339310.0
2021-01-22,000100,72800.0,72400.0,71700.0,73100.0,520379.0
2021-01-21,000100,73600.0,73200.0,72700.0,73900.0,410396.0
2021-01-20,000100,73700.0,73600.0,73000.0,74500.0,661188.0
2021-01-19,000100,76700.0,72600.0,72000.0,77200.0,1477197.0
2021-01-18,000100,76100.0,72100.0,71900.0,79200.0,2180383.0
2021-01-15,000100,79000.0,76300.0,75700.0,79200.0,672378.0
2021-01-14,000100,75800.0,77800.0,75200.0,78300.0,1001087.0
2021-01-13,000100,73600.0,74700.0,72400.0,75200.0,708079.0
2021-01-12,000100,73000.0,72600.0,71100.0,73300.0,687354.0
2021-01-11,000100,77000.0,73300.0,73100.0,77100.0,902778.0
2021-01-08,000100,75400.0,76700.0,73500.0,77700.0,1013203.0
2021-01-07,000100,76600.0,74900.0,74000.0,77000.0,977868.0
2021-01-06,000100,79000.0,76600.0,76500.0,81000.0,796077.0
2021-01-05,000100,78700.0,79000.0,76800.0,79600.0,700969.0
